0H4A,EZJ,IAGl,JET2
227.11864406779662,90.988011575031,116.08786573486567,164.17370325693608
185.9784283513097,98.81887438729109,112.83132853134103,206.875753920386
179.66101694915253,106.2149353333727,122.82614523941446,194.81302774427022
159.01386748844374,103.97744050079724,119.41589662013618,187.5753920386007
185.6702619414484,100.62156735368805,126.90128509892938,222.0747889022919
173.18952234206472,94.7794247918266,124.13269227332033,236.1881785283474
162.63482280431433,81.66523947321797,118.08432679761924,224.9698431845597
137.1340523882897,74.58070040748834,107.44070492770201,205.06634499396864
165.87057010785824,69.14235516447174,112.08421955709665,201.4475271411339
148.69029275808936,68.6758105474517,111.74283722676009,186.248492159228
170.26194144838215,78.5581409082856,114.95826556328083,191.55609167671895
173.72881355932205,76.28964152837654,108.88487729896872,194.08926417370324
150.462249614792,69.45313884131578,91.20091511912635,191.43546441495778
165.40832049306624,72.31220102757928,97.02943752345887,224.60796139927623
131.35593220338984,54.145012697100334,81.23469588375127,216.28468033775633
115.87057010785824,59.24156971593928,83.88711147652326,201.4475271411339
110.40061633281972,59.912596704659535,75.28642156249443,183.232810615199
107.78120184899846,59.87568652926238,75.7243203631879,181.42340168878167
112.48073959938365,71.47286363904801,84.32679761926039,220.74788902291917
120.18489984591679,76.94221342939821,91.99628232854921,305.1869722557298
132.2804314329738,83.15714876277092,99.21714418488267,357.5392038600724
128.73651771956858,88.53348491112028,111.88761193229548,408.68516284680334
106.70261941448382,86.57503100454733,102.53802570197858,410.1326899879373
89.59938366718028,68.39676962144924,86.8308638224097,296.5018094089264
66.0246533127889,35.48765723734719,38.32418809987667,132.93124246079614
62.48073959938366,37.488926947380854,39.487747770290795,155.24728588661037
70.87827426810478,42.26215082974074,42.37073048669323,212.78648974668278
68.87519260400616,42.26215082974074,40.10080609126169,202.53317249698432
57.6271186440678,30.652424260320082,30.023771649180503,155.97104945717732
69.33744221879815,39.35362900844505,38.182988078428565,172.25572979493367
56.47149460708783,31.174334140435832,16.69198734561833,162.00241254523522
56.779661016949156,31.43565818224768,16.68841266153104,205.18697225572978
75.346687211094,50.05610346660367,27.630520652737317,337.5150784077201
84.89984591679506,51.58492293155377,28.59568535630664,344.9939686369119
82.04930662557781,45.27033012460875,25.76453555916996,318.2147165259349
94.60708782742681,61.25538888560798,35.51448640726376,350.78407720144753
87.36517719568566,60.795488100159446,35.98277002269924,305.91073582629673
82.81972265023111,64.38758636981042,36.277681459900975,359.8311218335344
81.89522342064716,62.55462705958779,36.17401562136946,325.69360675512667
72.88135593220339,55.61182306738321,30.838799621083485,285.52472858866105
74.03697996918335,52.591832516388116,31.367852866002966,299.51749095295537
65.0231124807396,49.471446288312755,28.282900498668432,278.4077201447527
45.99383667180277,48.928128506466656,32.14713399703301,308.8057901085645
44.06779661016949,45.99007854485324,28.97460186955978,294.2098914354644
41.52542372881356,36.651804169373406,23.294428854849954,235.5126658624849
47.99691833590139,41.044115041634676,25.482135516273747,268.9987937273824
52.61941448382126,45.6652690013583,27.73597383331248,317.9734620024126
53.00462249614791,44.484143388649386,27.610859890257196,309.65018094089265
56.70261941448382,41.08840725211126,25.646570984289262,276.2364294330519
55.08474576271186,41.41321679560621,25.798495057999247,299.2762364294331
52.69645608628659,38.20941357113329,23.27655543441348,281.7852834740651
42.75808936825886,27.062540601192936,19.169243418112924,218.5283474065139
46.3020030816641,29.483848107246203,21.476701996461063,221.1338962605549
45.53158705701079,26.56056221579165,19.226438363509622,206.12786489746685
45.45454545454545,21.880351975432582,16.899319022681368,167.189384800965
53.54391371340523,25.71901021673655,21.228261452394143,205.01809408926417
58.782742681047765,28.871139195653456,24.03617580296341,243.0639324487334
60.015408320493066,23.962085867832045,22.345350229673453,231.2183353437877
74.42218798151,36.3122305557196,30.08096659457721,293.124246079614
75.57781201849,35.906218626350906,27.643032047042844,312.0627261761158
79.19876733436054,38.268469851768735,27.0353357522029,316.6465621230398
74.57627118644066,36.73300655524715,27.16223703730183,295.77804583835945
70.26194144838212,34.79153132935687,27.569751023253318,288.54041013269
72.49614791987673,35.62570129333255,28.937067686643193,300.6031363088058
70.95531587057012,33.38894466426504,30.5421008418381,271.1700844390832
63.713405238828955,31.240772456150705,28.976389211603426,254.5235223160434
61.40215716486902,32.04541427980866,27.015674989722783,263.6911942098914
